"location","device","filter","day","elapsed_time","n_readings","daily_mean_pm","daily_95_pm","daily_mean_rh","daily_mean_t"
"JPL","AD00402","J1382",2023-11-28,4,13,0.5,0.7,14.7,35.2
"Pretoria, South Africa","AD00405","J1389",2023-11-28,1.7,6,4,4.8,30.3,16.5
"Tainan, Taiwan","AD00403","J1323",2023-11-28,23.7,72,32.8,48.9,36.3,35.8
"JPL","AD00402","J1382",2023-11-27,23.7,72,0.9,1.9,17,24.3
"Pretoria, South Africa","AD00405","J1389",2023-11-27,23.7,72,7.2,12,32.2,13.4
"JPL","AD00402","J1382",2023-11-26,23.7,72,0.5,1.3,18.2,23.3
"Pretoria, South Africa","AD00405","J1389",2023-11-26,23.7,72,13.5,19.6,40,15.3
"Tainan, Taiwan","AD00403","J0965",2023-11-26,18.3,56,29.4,52.9,37.1,32.8
"JPL","AD00402","J1382",2023-11-25,23.7,72,1.9,4.9,22.9,23.5
"Pretoria, South Africa","AD00405","J1389",2023-11-25,23.7,72,18.5,23.6,34.2,19.5
"Tainan, Taiwan","AD00403","J0965",2023-11-25,24,73,38.4,62.6,36.1,32.5
"JPL","AD00402","J1382",2023-11-24,23.7,72,6.8,15.3,33,21.7
"Pretoria, South Africa","AD00405","J1389",2023-11-24,23.6,72,18.9,31,33.9,17.6
"Tainan, Taiwan","AD00403","J0965",2023-11-24,23.7,72,36,57.9,33.4,34.5
"JPL","AD00402","J1382",2023-11-23,24,73,4.1,6.9,36.8,24.9
"Pretoria, South Africa","AD00405","J1389",2023-11-23,23.7,72,16.9,33.1,38.3,18.1
"JPL","AD00402","J1404",2023-11-22,2.7,9,0.1,0.2,13,40
"Pretoria, South Africa","AD00405","J1389",2023-11-22,23.7,72,4.3,7.7,42.2,15.4
"Tainan, Taiwan","AD00403","J0987",2023-11-22,9.3,29,22.7,56.8,27.4,40.1
"JPL","AD00402","J1404",2023-11-21,23.7,62,0.4,1,16.3,27.3
"Pretoria, South Africa","AD00405","J1389",2023-11-21,23.7,72,9.7,19.3,48.2,23
"Tainan, Taiwan","AD00403","J0987",2023-11-21,23.7,72,24.4,51.7,34.5,34.4
"Amity University Noida, India","AD00088","J1102",2023-11-20,0,1,195,195,18,44.8
"JPL","AD00402","J1404",2023-11-20,24,73,1.1,2.9,20.4,25
"Pretoria, South Africa","AD00405","J1389",2023-11-20,24,73,9.3,11.5,38.3,25.2
"Amity University Manesar, India","AD00408","J1303",2023-11-19,23.7,72,11.4,16.5,17.7,34
"Amity University Manesar, India","AD00409","J1188",2023-11-19,22.7,69,8.7,14.6,33.1,22.8
"JPL","AD00402","J1414",2023-11-19,23,70,2.1,7.7,25.7,23.4
"Pretoria, South Africa","AD00405","J1374",2023-11-19,22.7,69,10.5,17,31.6,23.8
"Amity University Manesar, India","AD00408","J1303",2023-11-18,23.7,72,12.5,17.2,19.1,34.3
"Amity University Manesar, India","AD00409","J1188",2023-11-18,23.7,72,10.8,16.7,36.4,21.3
"JPL","AD00402","J1414",2023-11-18,23.3,66,4.7,10.3,44.7,24.4
"Pretoria, South Africa","AD00405","J1374",2023-11-18,23.7,72,12.7,18.7,34,22.5
"Amity University Manesar, India","AD00408","J1303",2023-11-17,24,73,18.6,27.3,23.5,36.3
"Amity University Manesar, India","AD00409","J1188",2023-11-17,24,73,8.1,16.6,44.2,24.6
"JPL","AD00402","J1414",2023-11-17,24,73,16.6,31.3,41.2,26.8
"Pretoria, South Africa","AD00405","J1374",2023-11-17,24,73,14.6,28.4,43,25.7
"Amity University Manesar, India","AD00408","J1303",2023-11-16,21.7,66,13.9,35.5,24.9,31.8
"Amity University Manesar, India","AD00409","J1417",2023-11-16,1.7,6,3.4,4,29,26.4
"JPL","AD00402","J1411",2023-11-16,3.7,12,5.4,10.1,35.5,32.2
"Pretoria, South Africa","AD00405","J1410",2023-11-16,1.7,6,4.6,4.8,28.4,26.9
"Amity University Manesar, India","AD00409","J1417",2023-11-15,23.7,72,7.8,13.9,29.4,21
"JPL","AD00402","J1411",2023-11-15,23.7,72,6.5,11.7,36,22.7
"Pretoria, South Africa","AD00405","J1410",2023-11-15,23.7,72,9.5,17,27.5,22.2
"Amity University Manesar, India","AD00409","J1417",2023-11-14,23.7,72,9.6,12.7,30.5,22.1
"JPL","AD00402","J1411",2023-11-14,24,73,2.8,4.9,19.1,27.8
"Pretoria, South Africa","AD00405","J1410",2023-11-14,23.7,72,11.5,14.9,27.8,23.2
"Amity University Manesar, India","AD00409","J1417",2023-11-13,23.6,72,19.6,27.2,37.8,19.8
"JPL","AD00402","J1408",2023-11-13,23,70,3.7,7.5,15.6,24.9
"Pretoria, South Africa","AD00405","J1410",2023-11-13,23.7,72,22.8,31.5,35.5,21.2
"Amity University Manesar, India","AD00409","J1417",2023-11-12,23.7,72,9.7,14.6,42.2,18.9
"JPL","AD00402","J1408",2023-11-12,23.7,72,3,5.2,12.7,28.1
"Pretoria, South Africa","AD00405","J1410",2023-11-12,23.6,72,11.4,16.5,40.3,20.2
"Amity University Manesar, India","AD00409","J1417",2023-11-11,23.7,72,8.6,14,46.9,17
"JPL","AD00402","J1408",2023-11-11,24,73,1.8,4.6,13.3,27.9
"Pretoria, South Africa","AD00405","J1410",2023-11-11,23.7,72,9.6,15.9,46.3,18.3
"Tainan, Taiwan","AD00403","J0985",2023-11-11,9.3,29,22.3,41.4,32.8,42.9
"Amity University Manesar, India","AD00409","J1417",2023-11-10,23.7,72,22.2,35.1,43.6,21.8
"JPL","AD00402","J1401",2023-11-10,0.7,3,0.7,0.8,10,36.2
"Pretoria, South Africa","AD00405","J1410",2023-11-10,23.7,72,27,44.6,43.1,23.1
"Tainan, Taiwan","AD00403","J0985",2023-11-10,23.7,72,28.3,44.6,40.2,37.8
"Amity University Manesar, India","AD00409","J1417",2023-11-09,24,73,21.3,28.2,38.4,26.2
"JPL","AD00402","J1401",2023-11-09,23.7,72,0.5,1.5,10.1,26.9
"Pretoria, South Africa","AD00405","J1410",2023-11-09,23.7,72,26.2,33.7,37.4,27.4
"Taichung, Taiwan","AD00094","J1361",2023-11-09,8.7,27,46.9,68.8,13,55.7
"Tainan, Taiwan","AD00403","J1000",2023-11-09,12,37,44.6,74.9,36.6,39.8
"Amity University Manesar, India","AD00409","J1417",2023-11-08,23.7,72,12.5,16.8,37.8,26.3
"JPL","AD00402","J1401",2023-11-08,24,43,0.1,0.4,9.4,30.6
"JPL","AD00402","J1415",2023-11-08,0.7,3,1.2,1.7,26.6,30.6
"Pretoria, South Africa","AD00405","J1410",2023-11-08,24,73,22.6,29.6,35.5,28
"Tainan, Taiwan","AD00403","J1000",2023-11-08,24,74,51.2,86.5,38.2,36.7
"Amity University Manesar, India","AD00409","J1380",2023-11-07,5.3,17,23.2,37.4,33.5,26.9
"JPL","AD00402","J1415",2023-11-07,23.6,72,3.7,8.3,30.4,24.2
"Pretoria, South Africa","AD00405","J1400",2023-11-07,5.7,18,27.9,39.8,31.2,28.5
"Tainan, Taiwan","AD00403","J1000",2023-11-07,23.7,72,36.5,70.8,37.6,36.2
"Amity University Manesar, India","AD00409","J1380",2023-11-06,23.7,72,24.2,34.6,31.7,22
"JPL","AD00402","J1415",2023-11-06,23.7,72,14.5,26.7,26,28.5
"Pretoria, South Africa","AD00405","J1400",2023-11-06,23.7,72,28.8,43.1,29.2,23.4
"Amity University Manesar, India","AD00409","J1380",2023-11-05,23.6,72,20.7,32.2,31.4,21
"JPL","AD00402","J1415",2023-11-05,23.7,72,15.2,24.8,19,28.7
"Pretoria, South Africa","AD00405","J1400",2023-11-05,23.6,72,24.4,37.5,29.4,22.3
"Tainan, Taiwan","AD00403","J0967",2023-11-05,18.7,57,36.5,57.8,34.9,38.6
"Amity University Manesar, India","AD00409","J1380",2023-11-04,23.7,69,22.7,43.1,30.3,19.4
"JPL","AD00402","J1415",2023-11-04,23.7,69,11.1,23,17.7,28.5
"Pretoria, South Africa","AD00405","J1400",2023-11-04,23.7,69,26.8,50.2,27.9,20.8
"Tainan, Taiwan","AD00403","J0967",2023-11-04,23.6,72,43,73.9,37.5,37
"Amity University Manesar, India","AD00409","J1380",2023-11-03,23.7,72,14.4,23.9,30.6,16.2
"JPL","AD00402","J1415",2023-11-03,23.7,72,8.2,12,15.5,29.1
"Pretoria, South Africa","AD00103","J1108",2023-11-03,3.3,11,5.6,10,10.2,45.8
"Pretoria, South Africa","AD00405","J1400",2023-11-03,23.7,72,16.5,27.3,27.2,17.6
"Taichung, Taiwan","AD00094","J1319",2023-11-03,18.6,57,32.6,51.8,15.4,51.3
"Tainan, Taiwan","AD00403","J0967",2023-11-03,23.7,72,58,103.7,43.7,36.3
"Amity University Manesar, India","AD00409","J1380",2023-11-02,23.7,72,11.3,20.2,32.2,12.3
"Amity University Noida, India","AD00088","J1093",2023-11-02,0.7,2,553.6,561.9,20.3,47.9
"JPL","AD00402","J1415",2023-11-02,24,73,4.3,11.5,15.9,29
"Pretoria, South Africa","AD00103","J1062",2023-11-02,5.7,18,10,13.4,7.2,51.1
"Pretoria, South Africa","AD00405","J1400",2023-11-02,23.7,72,11.9,20,27.3,13.8
"Taichung, Taiwan","AD00094","J1319",2023-11-02,23.7,72,28.8,52.8,15.8,50.5
"Amity University Manesar, India","AD00409","J1380",2023-11-01,24,73,8.1,15.1,33.3,11.1
"Pretoria, South Africa","AD00103","J1062",2023-11-01,23.7,72,12,18.7,13.3,40.9
"Pretoria, South Africa","AD00405","J1400",2023-11-01,24,73,9.6,18.2,28.7,13.9
"Taichung, Taiwan","AD00094","J1319",2023-11-01,23.7,72,29,52.1,15.5,51.7
"Tainan, Taiwan","AD00403","J0954",2023-11-01,9.3,29,29,52.4,32.7,41.9
"Amity University Manesar, India","AD00409","J1206",2023-10-31,0.3,2,3.5,3.6,37.1,17.6
"Pretoria, South Africa","AD00103","J1067",2023-10-31,8,25,9.9,19.7,24.4,32.7
"Tainan, Taiwan","AD00403","J0954",2023-10-31,23.7,72,27.9,42.6,40.8,37
"Amity University Manesar, India","AD00409","J1206",2023-10-30,23.7,72,5.3,13.3,34.9,25.2
"Pretoria, South Africa","AD00103","J1067",2023-10-30,23.7,72,15.8,36,23.6,27.9
"Amity University Manesar, India","AD00409","J1206",2023-10-29,23.7,72,13.7,21.9,36.7,26.8
"Taichung, Taiwan","AD00094","J1249",2023-10-29,0,1,48.8,48.8,21.4,46.2
"Tainan, Taiwan","AD00403","J0978",2023-10-29,2,7,36,41.4,27.5,44.1
"Amity University Manesar, India","AD00409","J1206",2023-10-28,23.7,72,17.1,29.6,38.7,27.2
"Tainan, Taiwan","AD00403","J0978",2023-10-28,24,73,39.1,63.6,42.9,36
"Amity University Manesar, India","AD00409","J1206",2023-10-27,24,73,5.8,10.5,39.8,26.7
"Tainan, Taiwan","AD00403","J0978",2023-10-27,23.7,73,45.9,74.4,43.1,36.4
"Amity University Manesar, India","AD00409","J1173",2023-10-26,1.3,5,7.3,11.8,39.2,26.7
"Taichung, Taiwan","AD00094","J1252",2023-10-26,3,10,41.2,50,13,54.9
"Amity University Manesar, India","AD00409","J1173",2023-10-25,23.7,72,9.4,14,34.5,24.6
"Amity University Noida, India","AD00088","J1069",2023-10-25,0.7,2,109.8,119.5,16.6,48.7
"Pretoria, South Africa","AD00103","J1100",2023-10-25,8.3,26,10.6,16.6,0.2,62.4
"Tainan, Taiwan","AD00403","J0972",2023-10-25,9.3,29,51,88.3,34,43.6
"Amity University Manesar, India","AD00409","J1173",2023-10-24,23.6,72,44.3,83.2,31.2,21.3
"Pretoria, South Africa","AD00103","J1098",2023-10-24,17.3,53,11,25.6,2.8,48.3
"Taichung, Taiwan","AD00094","J1223",2023-10-24,9,28,35.4,51.9,14.6,54.6
"Tainan, Taiwan","AD00403","J0972",2023-10-24,23.7,72,51.8,85,44.8,37.3
"Amity University Manesar, India","AD00409","J1173",2023-10-23,23.7,72,11.1,18.1,32.7,21.3
"Pretoria, South Africa","AD00103","J1098",2023-10-23,23.7,75,27.8,99.2,8,48.1
"Amity University Manesar, India","AD00409","J1173",2023-10-22,23.7,72,5.4,10.7,30.2,22.4
"Amity University Manesar, India","AD00409","J1173",2023-10-21,23.7,72,7.8,14,34.9,24.5
"Tainan, Taiwan","AD00403","J0974",2023-10-21,21.3,65,26.1,38.1,38.1,36.8
"Amity University Manesar, India","AD00409","J1173",2023-10-20,24,73,6.3,16.7,37.8,23.6
"Tainan, Taiwan","AD00403","J0974",2023-10-20,23.7,72,18.8,36.3,41.1,36.6
"Pretoria, South Africa","AD00103","J1118",2023-10-19,9.3,29,6.6,10.2,4.5,53.9
"Tainan, Taiwan","AD00403","J0999",2023-10-19,1,4,65.7,74.8,35.8,46.3
"Amity University Manesar, India","AD00409","J1179",2023-10-18,0,1,14.3,14.3,45.5,16.3
"Pretoria, South Africa","AD00103","J1118",2023-10-18,23.7,72,23.1,58,7.9,48
"Taichung, Taiwan","AD00094","J1224",2023-10-18,18.7,57,58.7,79.9,16.1,51.6
"Tainan, Taiwan","AD00403","J0999",2023-10-18,24,73,71.7,94.5,42.7,36.2
"Amity University Manesar, India","AD00409","J1179",2023-10-17,23.7,72,6.5,13.3,36.8,19.7
"Taichung, Taiwan","AD00094","J1230",2023-10-17,2.7,9,48.3,56,12.9,53
"Tainan, Taiwan","AD00403","J0999",2023-10-17,23.7,72,78.1,97.7,45.8,34.5
"Amity University Manesar, India","AD00409","J1179",2023-10-16,23.7,72,2.9,5.7,38.9,17.2
"Taichung, Taiwan","AD00094","J1230",2023-10-16,23.7,72,32.6,43.6,16.3,47.1
"Amity University Manesar, India","AD00409","J1179",2023-10-15,23.7,72,2.2,4.4,39.6,18.8
"Tainan, Taiwan","AD00403","J0997",2023-10-15,1.7,6,64.3,72.9,37.6,41.2
"Amity University Manesar, India","AD00409","J1179",2023-10-14,23.6,72,10.2,16.2,39.9,24.4
"Taichung, Taiwan","AD00094","J1258",2023-10-14,14.3,44,22.5,43.2,16,49.2
"Tainan, Taiwan","AD00403","J0997",2023-10-14,23.7,72,46.6,76.7,38.7,37.3
"Amity University Manesar, India","AD00408","J1303",2023-10-13,0,1,15.3,15.3,22.3,37.6
"Amity University Manesar, India","AD00409","J1179",2023-10-13,23.7,73,21.6,30.8,47.7,24.7
"Pretoria, South Africa","AD00103","J1126",2023-10-13,8.3,26,6.5,10.9,1.5,52.2
"Pretoria, South Africa","AD00405","J1299",2023-10-13,2,7,10.4,14.7,43.8,25.1
"Taichung, Taiwan","AD00094","J1258",2023-10-13,23.7,72,13.6,20.6,21.2,45.8
"Tainan, Taiwan","AD00403","J0997",2023-10-13,24,73,28.4,44.3,38.4,37.8
"Amity University Manesar, India","AD00408","J1303",2023-10-12,23.7,72,8.6,10.8,22.4,37.5
"Amity University Manesar, India","AD00409","J1179",2023-10-12,24,73,9.2,11,46.2,23.7
"Pretoria, South Africa","AD00103","J1126",2023-10-12,23.7,72,38.4,111.9,12.3,43.8
"Pretoria, South Africa","AD00405","J1299",2023-10-12,23.7,72,8.3,10.5,43.7,24.4
"Tainan, Taiwan","AD00403","J0997",2023-10-12,23.7,72,20.6,36.2,39.1,38.3
"Amity University Manesar, India","AD00408","J1303",2023-10-11,23.7,72,19.3,38.3,22,37.3
"Amity University Manesar, India","AD00409","J1179",2023-10-11,23.4,71,24.3,49.4,46.5,24
"Pretoria, South Africa","AD00405","J1299",2023-10-11,23.7,72,19.7,41,41.9,24.4
"Amity University Manesar, India","AD00408","J1303",2023-10-10,23.7,73,15.1,22.4,15.9,41.5
"Amity University Manesar, India","AD00409","J1179",2023-10-10,24,73,15.2,24.1,36.1,27.5
"Pretoria, South Africa","AD00405","J1299",2023-10-10,23.6,72,14.8,22.7,30.1,29
"Amity University Manesar, India","AD00408","J1303",2023-10-09,23.6,73,7.2,11.6,14.3,37.5
"JPL","AD00402","J1180",2023-10-09,2,7,17.2,22.7,28.5,35.9
"Pretoria, South Africa","AD00405","J1299",2023-10-09,23.7,72,6.8,11.6,27.9,24.6
"Amity University Manesar, India","AD00408","J1303",2023-10-08,23.7,72,5,10.6,14.5,33.5
"JPL","AD00402","J1180",2023-10-08,23.7,72,10.4,14.7,26.2,30.2
"Pretoria, South Africa","AD00405","J1299",2023-10-08,23.7,72,4.8,10.2,28.6,20.6
"Amity University Manesar, India","AD00408","J1303",2023-10-07,23.7,72,2.1,3.3,14.9,34.5
"JPL","AD00402","J1180",2023-10-07,23.7,72,8.5,16.2,23.3,32.5
"Pretoria, South Africa","AD00103","J1159",2023-10-07,14.7,45,47,81.3,1.4,54.6
"Pretoria, South Africa","AD00405","J1299",2023-10-07,23.7,72,1.7,3.1,30,22
"Tainan, Taiwan","AD00403","J0956",2023-10-07,5.7,18,4.5,6,40.9,34.3
"Amity University Manesar, India","AD00408","J1303",2023-10-06,23.7,72,13.5,19,21.2,41
"JPL","AD00402","J1180",2023-10-06,24,73,2,3.9,21.1,34.8
"Pretoria, South Africa","AD00405","J1299",2023-10-06,24,73,13.4,19.1,38.5,28.4
"Tainan, Taiwan","AD00403","J0956",2023-10-06,23.7,72,5,11,41,32.8
"Amity University Manesar, India","AD00408","J1303",2023-10-05,24,74,14.5,17.3,22.7,38.5
"Amity University Manesar, India","AD00409","J1179",2023-10-05,0,1,26.5,26.5,42.2,24.6
"JPL","AD00402","J1183",2023-10-05,3.7,12,0.7,1.5,19.9,44.1
"Pretoria, South Africa","AD00405","J1299",2023-10-05,23.3,71,9.7,11.2,31.9,31.7
"Tainan, Taiwan","AD00403","J0956",2023-10-05,24,72,1.5,3.3,41.2,33
"Amity University Manesar, India","AD00409","J1179",2023-10-04,23.7,72,24.5,34.4,35,28.1
"Amity University Noida, India","AD00088","J1113",2023-10-04,9.7,30,49,68.7,14.1,53.7
"JPL","AD00402","J1183",2023-10-04,23.7,72,2.7,6.2,23.9,32.5
"Tainan, Taiwan","AD00403","J0956",2023-10-04,23.7,72,3.5,5.4,40.7,32.5
"Amity University Manesar, India","AD00409","J1179",2023-10-03,23.7,72,17.4,26.4,33.6,28.3
"JPL","AD00402","J1183",2023-10-03,24,73,4.4,5.8,28.8,30.7
"Pretoria, South Africa","AD00103","J1114",2023-10-03,9.3,29,20.1,27.5,7.9,48
"Pretoria, South Africa","AD00405","J1299",2023-10-03,1.7,6,8.5,8.6,34,36.3
"Amity University Manesar, India","AD00409","J1179",2023-10-02,23.7,72,11.9,18.8,34.7,27.9
"Pretoria, South Africa","AD00103","J1114",2023-10-02,23.7,72,11.8,20.4,13.8,39.6
"Pretoria, South Africa","AD00405","J1299",2023-10-02,23.7,72,8.3,11.5,34.2,29.1
"Amity University Manesar, India","AD00409","J1179",2023-10-01,23.6,72,17.6,29,36,28.3
"JPL","AD00402","J1195",2023-10-01,8.7,27,2.7,4.4,41.1,26.9
"Pretoria, South Africa","AD00405","J1299",2023-10-01,23.7,72,14.3,20,36.2,29.3
"Taichung, Taiwan","AD00094","J1232",2023-10-01,14.7,45,14.2,29.4,13.5,56.2
"Amity University Manesar, India","AD00409","J1179",2023-09-30,23.7,72,20.2,29.4,35.7,30.4
"JPL","AD00402","J1195",2023-09-30,24,73,4.3,10.4,51,22.1
"Pretoria, South Africa","AD00405","J1299",2023-09-30,23.7,72,21,32.2,35.2,31.3
"Taichung, Taiwan","AD00094","J1232",2023-09-30,23.7,72,27,44.5,15.5,55
"Amity University Manesar, India","AD00409","J1179",2023-09-29,23.7,72,19.6,31.3,36.7,30
"Amity University Noida, India","AD00088","J1060",2023-09-29,9.3,29,33.2,52.7,11.6,58.9
"JPL","AD00402","J1177",2023-09-29,6,19,22.5,28,46,25.6
"Pretoria, South Africa","AD00405","J1299",2023-09-29,23.6,72,19.1,30.2,36.7,30.5
"Taichung, Taiwan","AD00094","J1232",2023-09-29,23.7,72,25.2,33.6,18.8,52.9
"Amity University Manesar, India","AD00409","J1179",2023-09-28,23.7,72,9,14.4,40,26.1
"JPL","AD00402","J1177",2023-09-28,23.7,72,24.7,32.6,41.6,26.7
"Pretoria, South Africa","AD00405","J1299",2023-09-28,23.7,72,8,10.2,39.7,26.3
"Amity University Manesar, India","AD00409","J1179",2023-09-27,24,73,10.5,14.8,42,27.5
"JPL","AD00402","J1177",2023-09-27,24,73,18.7,23.2,40.5,29.8
"Pretoria, South Africa","AD00103","J1164",2023-09-27,13,40,21.4,40.5,16.4,38
"Pretoria, South Africa","AD00405","J1299",2023-09-27,23.7,72,12,17.3,40.6,27.2
"Amity University Manesar, India","AD00409","J1194",2023-09-26,22.3,68,24.4,30.4,39.1,30.7
"JPL","AD00402","J1171",2023-09-26,7.6,92,21.4,28.9,24.1,42.2
"Pretoria, South Africa","AD00103","J1164",2023-09-26,23.7,73,14.3,44.3,7.1,45.4
"Pretoria, South Africa","AD00405","J1299",2023-09-26,23.7,72,23.4,28.6,37.8,31.7
"Amity University Manesar, India","AD00409","J1194",2023-09-25,23.7,72,17.7,22.7,33.4,31.4
"Amity University Noida, India","AD00088","J0936",2023-09-25,8,25,54.9,77.5,16.2,59
"JPL","AD00402","J1171",2023-09-25,23.9,288,33.2,48.1,31.5,29.1
"Pretoria, South Africa","AD00405","J1299",2023-09-25,24,73,7.3,10.9,31.9,33.2
"Taichung, Taiwan","AD00094","J1242",2023-09-25,4.3,14,30.7,38,10.9,61.9
"Amity University Manesar, India","AD00409","J1194",2023-09-24,23.7,72,14.8,27.6,33.4,28.2
"JPL","AD00402","J1171",2023-09-24,23.9,288,28.3,42.6,31.5,28.9
"Taichung, Taiwan","AD00094","J1242",2023-09-24,23.7,72,25.6,34.7,19.1,52.2
"Amity University Manesar, India","AD00409","J1194",2023-09-23,23.6,72,20.5,31.8,33.9,27.6
"JPL","AD00402","J1171",2023-09-23,23.9,288,39.8,48.1,33.3,28.5
"Amity University Manesar, India","AD00409","J1194",2023-09-22,23.7,72,27.3,44.2,36.4,28.3
"JPL","AD00402","J1171",2023-09-22,23.9,288,34.2,44.1,37.5,27.3
"Amity University Manesar, India","AD00409","J1194",2023-09-21,23.7,72,24.7,35.2,37.7,28.9
"JPL","AD00402","J1171",2023-09-21,24,289,21.4,26.6,41.2,25.9
"Pretoria, South Africa","AD00103","J1137",2023-09-21,11.3,36,35.3,65.8,1.3,54.6
"Taichung, Taiwan","AD00094","J1066",2023-09-21,0,1,44,44,17.6,54.1
"Taichung, Taiwan","AD00094","J1219",2023-09-21,16.7,51,22.2,36.3,19.4,51.2
"Amity University Manesar, India","AD00409","J1194",2023-09-20,23.7,72,23.7,31.1,40.2,28.9
"Amity University Noida, India","AD00088","J0902",2023-09-20,14,43,31.9,57.4,18.6,57.9
"JPL","AD00402","J1212",2023-09-20,3.7,12,6.7,7.6,34,35.2
"Taichung, Taiwan","AD00094","J1066",2023-09-20,23.7,72,30.5,58.3,15.8,54.3
"Amity University Manesar, India","AD00409","J1194",2023-09-19,24,73,16.5,24.4,39.6,28.6
"JPL","AD00402","J1212",2023-09-19,23.7,72,18.3,25.2,36.7,29.1
"Taichung, Taiwan","AD00094","J1066",2023-09-19,23.7,72,21.9,36.4,19.8,51
"Amity University Manesar, India","AD00409","J1202",2023-09-18,5.3,17,20.8,22.7,37.6,35.1
"JPL","AD00402","J1212",2023-09-18,24,73,14.1,21.7,39.6,29.1
"Amity University Manesar, India","AD00409","J1202",2023-09-17,23.7,72,19.1,27.8,42.2,27.8
"JPL","AD00402","J1186",2023-09-17,23.3,71,16.2,22.2,45,27.3
"Amity University Manesar, India","AD00409","J1202",2023-09-16,23.6,72,12.4,15.5,48.4,26.4
"JPL","AD00402","J1186",2023-09-16,23.7,72,28.6,40.7,44.5,27.6
"Pretoria, South Africa","AD00103","J1136",2023-09-16,21.3,65,17.9,58.5,2.1,45.1
"Amity University Manesar, India","AD00409","J1202",2023-09-15,23.7,72,17,20.8,47,27
"JPL","AD00402","J1186",2023-09-15,24,73,24.7,32.2,40.8,30.6
"Pretoria, South Africa","AD00103","J1136",2023-09-15,23.7,72,27.9,81.3,2.4,46.1
"Taichung, Taiwan","AD00094","J1066",2023-09-15,18.6,57,34.6,53.6,14.9,54.6
"Amity University Manesar, India","AD00409","J1202",2023-09-14,23.7,72,21.4,28,45,30.2
"Amity University Noida, India","AD00088","J0928",2023-09-14,5.3,17,45.9,55.3,14.2,65.5
"Taichung, Taiwan","AD00094","J1066",2023-09-14,23.7,72,29.3,42.1,15.6,53
"Tainan, Taiwan","AD00403","J1166",2023-09-14,1,4,1.2,1.4,42,26.6
"Amity University Manesar, India","AD00409","J1202",2023-09-13,23.7,72,21.5,28.2,42,32.1
"Taichung, Taiwan","AD00094","J1066",2023-09-13,23.7,72,28.8,47.9,19.3,48.9
"Tainan, Taiwan","AD00403","J1166",2023-09-13,23.6,72,2.1,2.9,41.5,26.8
"Amity University Manesar, India","AD00409","J1202",2023-09-12,24,67,0.6,1.3,40.2,34.3
"Pretoria, South Africa","AD00103","J1037",2023-09-12,20.6,64,10.1,20.8,13.1,33.1
"Tainan, Taiwan","AD00403","J1166",2023-09-12,23.7,72,2.8,7,42.6,28.2
"Amity University Manesar, India","AD00409","J1184",2023-09-11,22.3,68,15.4,17.6,35.8,34.1
"Amity University Noida, India","AD00088","J1104",2023-09-11,16,49,33.5,45.5,24.9,52.6
"JPL","AD00402","J1216",2023-09-11,15,46,12,16,30,34.6
"Pretoria, South Africa","AD00103","J1037",2023-09-11,23.7,72,19.9,54.6,6.3,39.5
"Tainan, Taiwan","AD00403","J1166",2023-09-11,23.7,72,16.1,18.7,46.7,32.1
"Amity University Manesar, India","AD00409","J1184",2023-09-10,23.7,72,18.9,25,38.8,32.4
"JPL","AD00402","J1216",2023-09-10,23.7,72,11.9,13.9,30.9,33.7
"Tainan, Taiwan","AD00403","J1166",2023-09-10,23.7,72,19.5,26.3,49.2,30.8
"Amity University Manesar, India","AD00409","J1184",2023-09-09,23.7,72,11.5,18,38.6,30.8
"JPL","AD00402","J1216",2023-09-09,23.7,72,13.4,15.9,29.5,35
"Tainan, Taiwan","AD00403","J1166",2023-09-09,23.7,72,12.3,18.7,49.1,28.9
"Amity University Manesar, India","AD00409","J1184",2023-09-08,23.7,72,25.8,30.5,35.5,31.8
"JPL","AD00402","J1216",2023-09-08,23.7,72,10.2,15.2,25.9,33.9
"Taichung, Taiwan","AD00094","J1079",2023-09-08,18.6,57,6.8,14.6,23.7,49.2
"Tainan, Taiwan","AD00403","J1166",2023-09-08,23.7,72,26.1,31.6,44.8,30
"Amity University Manesar, India","AD00409","J1184",2023-09-07,24,60,1,1.8,35.4,35.2
"JPL","AD00402","J1216",2023-09-07,23.7,72,12.9,17.8,33.7,30.4
"Taichung, Taiwan","AD00094","J1079",2023-09-07,23.7,72,10.4,19,19,52.1
"Tainan, Taiwan","AD00403","J1166",2023-09-07,24,73,13.2,22.6,45.9,33.6
"Amity University Manesar, India","AD00409","J1199",2023-09-06,22.3,68,20.8,27.1,34.8,34.8
"JPL","AD00402","J1216",2023-09-06,24,73,14.3,18.2,40.9,29.9
"Taichung, Taiwan","AD00094","J1079",2023-09-06,23.7,72,10.3,26.7,30.2,44.6
"Tainan, Taiwan","AD00403","J1197",2023-09-06,22.3,68,21.3,28.5,45.2,33
"Amity University Manesar, India","AD00409","J1199",2023-09-05,23.6,72,27.3,33,35,33.2
"JPL","AD00402","J1207",2023-09-05,6.3,20,21.3,26.5,36,34.6
"Tainan, Taiwan","AD00403","J1197",2023-09-05,23.6,72,27.8,34.5,45.5,31.4
"Amity University Manesar, India","AD00409","J1199",2023-09-04,23.7,72,22.8,30.6,32.9,33.7
"JPL","AD00402","J1207",2023-09-04,23.7,72,17.8,26.9,36,29.5
"Pretoria, South Africa","AD00103","J1015",2023-09-04,9,28,48.8,57.9,1,56.2
"Tainan, Taiwan","AD00403","J1197",2023-09-04,23.7,72,23.3,31.8,42.2,32.1
